,anime_id,title,type,source,episodes,rating,score,producer,studio,genre,release_season,is_licensed,nr_synonyms,min_duration,op_artists,ed_artists
7504,4549,Hokuto no Ken: Raoh Gaiden Ten no Haoh,TV,Manga,13,R - 17+ (violence & profanity),7.2,"Showgate, Index",Satelight,"Action, Drama, Martial Arts",Fall,True,1,24.0,Jealkb,mina☆muse
7505,6071,Juuippiki no Neko,Movie,Picture book,1,G - All Ages,5.97,Group TAC,,Fantasy,Summer,True,1,60.0,,
7507,9311,Kateikyoushi no Oneesan 2 The Animation: H no Hensachi Agechaimasu,OVA,Visual novel,2,Rx - Hentai,7.16,Pink Pineapple,,Hentai,Fall,False,0,30.0,,
7508,12497,Garakuta-doori no Stain: Epilogue,OVA,Unknown,1,PG - Children,6.41,,,Comedy,Fall,True,2,31.0,,HALCALI
7509,1489,Renkin San-kyuu Magical? Pokaan Specials,Special,Original,3,R+ - Mild Nudity,7.0,"Genco, Lantis, Media Factory",Remic,"Comedy, Parody, Magic, Ecchi, Vampire",Summer,False,4,14.0,,Nomiko
7510,9882,High School Mystery: Gakuen Nanafushigi,TV,Unknown,41,R - 17+ (violence & profanity),6.42,Studio Comet,,"Horror, Mystery",Spring,False,2,25.0,,
7511,36096,Ice Fist,Music,Music,1,PG-13 - Teens 13 or older,5.03,Virgin Babylon Records,Onionskin,"Music, Dementia",Spring,True,2,5.0,,
7512,5496,Feng Yun Jue,Movie,Unknown,1,PG-13 - Teens 13 or older,6.51,Puzzle Animation Studio Limited,,"Action, Adventure, Martial Arts",Summer,True,1,60.0,,
7514,35720,ACCA: 13-ku Kansatsu-ka Specials,Special,Manga,6,PG-13 - Teens 13 or older,6.87,,Madhouse,"Slice of Life, Seinen",Spring,True,4,4.0,,
7515,36833,Fate/kaleid liner Prisma☆Illya Movie: Sekka no Chikai - Kuro Sakura no Heya,Special,Manga,1,PG-13 - Teens 13 or older,7.12,Kadokawa Shoten,Silver Link.,"Slice of Life, Parody",Winter,False,1,6.0,,
7516,15423,Antinotice,Music,Original,1,PG-13 - Teens 13 or older,5.9,,,Music,Summer,False,0,3.0,,
7517,26213,Free!: Eternal Summer – Kindan no All Hard!,Special,Original,1,PG-13 - Teens 13 or older,8.12,,Kyoto Animation,"Slice of Life, Comedy, School",Spring,True,3,24.0,OLDCODEX,"STYLE FIVE (Nobunaga Shimazaki, Tatsuhisa Suzuki, Mamoru Miyano, Tsubasa Yonaga, Daisuke Hirakawa)"
7519,7016,Senjou no Valkyria: SenVal Theater,Special,Game,9,PG-13 - Teens 13 or older,6.85,Sega,A-1 Pictures,Comedy,Summer,True,2,3.0,,
7522,1004,Kanojo to Kanojo no Neko,OVA,Original,1,G - All Ages,7.44,,,"Drama, Psychological, Romance, Slice of Life",Spring,True,1,4.0,,
7524,34244,Crayon Shin-chan Movie 25: Shin-chan Shuurai! Uchuujin Shiriri,Movie,Manga,1,G - All Ages,7.08,,Shin-Ei Animation,"Comedy, Seinen",Spring,False,0,60.0,,Yu Takahashi
7526,35134,Koukyoushihen Eureka Seven: Hi-Evolution 1,Movie,Original,1,PG-13 - Teens 13 or older,6.22,"Bandai Visual, Mainichi Broadcasting System, Bandai Namco Entertainment, Hakuhodo DY Music &amp; Pictures",Bones,"Adventure, Mecha, Drama, Sci-Fi",Fall,True,0,,,Hiroya Ozaki (尾崎裕哉)
7527,1986,Wakusei Robo Danguard Ace,TV,Original,56,PG-13 - Teens 13 or older,6.56,,Toei Animation,"Mecha, Sci-Fi, Shounen",Spring,True,2,25.0,Isao Sasaki and Young Fresh,Isao Sasaki
7528,1191,Saber Marionette J Again,OVA,Novel,6,PG-13 - Teens 13 or older,7.3,Bandai Visual,Hal Film Maker,"Action, Sci-Fi, Harem, Comedy, Romance, Mecha",Fall,True,1,27.0,Yuka Imai,"Megumi Hayashibara,:, Yuri Shiratori,:, Urara Takano"
7529,3877,Sasurai no Shoujo Nell,TV,Novel,26,G - All Ages,6.29,DAX Production,,"Adventure, Historical, Shoujo",Fall,True,1,24.0,Coral Echo (コーラル・エコー),
7530,24127,Hashi no Mukou,ONA,Unknown,1,R - 17+ (violence & profanity),6.03,,Iyasakadou Film,"Historical, Horror, Supernatural",Fall,False,1,10.0,,
7531,1775,Jikuu Tenshou Nazca,TV,Manga,12,PG-13 - Teens 13 or older,5.78,"Kadokawa Shoten, Pioneer LDC","Genco, Radix","Action, Adventure, Drama, Magic, Fantasy",Spring,True,0,24.0,THE ECCENTRIC OPERA,Nami Sagara (相良奈美)
7533,6505,There She Is!!,ONA,Unknown,5,G - All Ages,8.03,SamBakZa,,"Comedy, Romance",Spring,False,0,5.0,"Witches,:, T.A.Copy,:, Brunch",
7534,2127,Chouja Raideen,TV,Unknown,38,PG-13 - Teens 13 or older,6.34,,Sunrise,"Adventure, Mecha, Sci-Fi, Shounen",Fall,False,3,25.0,Manabu Watanabe (渡辺学),Paradise Lost
7535,33909,Marine Dreamin&#039;,Music,Game,1,G - All Ages,5.41,Sanyo,,Music,Spring,False,2,3.0,,
7537,5664,Keibiin,OVA,Unknown,3,Rx - Hentai,5.7,"Pink Pineapple, Discovery",,Hentai,Fall,False,0,30.0,,
7538,2457,Majokko Tsukune-chan,OVA,Manga,6,R - 17+ (violence & profanity),6.76,Starchild Records,Xebec,"Comedy, Magic, Seinen",Summer,False,0,13.0,Momoi Haruko,Momoi Haruko
7541,8153,Gegege no Kitarou: Youkai Daisensou,Movie,Unknown,1,G - All Ages,6.28,,Toei Animation,"Adventure, Fantasy, Comedy, Supernatural, Horror",Spring,True,2,40.0,,
7543,8554,Hashire Melos (1981),Special,Novel,1,PG-13 - Teens 13 or older,5.79,Visual 80,Toei Animation,"Historical, Drama",Winter,True,0,60.0,,Isao Sasaki
7544,30868,Ajin Part 1: Shoudou,Movie,Manga,1,R - 17+ (violence & profanity),7.69,TOHO animation,Polygon Pictures,"Action, Horror, Mystery, Seinen, Supernatural",Fall,True,0,60.0, flumpool,
7545,13441,Shiawasette Naani,OVA,Novel,1,PG - Children,5.21,,Kyoto Animation,Fantasy,Summer,False,3,15.0,,
7547,16646,Hanamaru Youchien: Panda Neko Taisou,Special,Manga,8,G - All Ages,6.29,Starchild Records,Gainax,"Comedy, Kids, Music",Spring,False,2,1.0,,
7548,14467,K,TV,Original,13,PG-13 - Teens 13 or older,7.68,"Starchild Records, Mainichi Broadcasting System, KlockWorx",GoHands,"Action, Super Power, Supernatural",Fall,True,2,24.0,angela,"Neko (Mikako Komatsu),:, angela"
7550,5904,B.B. Fish,OVA,Manga,1,R+ - Mild Nudity,4.89,Shueisha,Production I.G,"Drama, Romance, Seinen",Winter,False,1,29.0,,
7552,2624,"Flanders no Inu, Boku no Patrasche",TV,Novel,26,G - All Ages,7.25,Tokyo Movie Shinsha,TMS Entertainment,"Drama, Historical",Fall,True,1,25.0,,MANA
7553,37148,"Dies Irae: Marie&#039;s Memory ""Michi ni Tsuuzu Kiseki""",ONA,Visual novel,1,R - 17+ (violence & profanity),5.87,,A.C.G.T.,"Action, Super Power, Magic",Winter,False,3,23.0,,
7554,284,Area 88 (TV),TV,Manga,12,PG-13 - Teens 13 or older,7.11,TV Asahi,Group TAC,"Action, Drama, Military, Romance, Shounen",Winter,True,1,25.0,Angel,Keiko Terada
7555,14967,Boku wa Tomodachi ga Sukunai Next,TV,Light novel,12,R+ - Mild Nudity,7.59,"Media Factory, TBS, Magic Capsule, Good Smile Company",AIC Build,"Harem, Slice of Life, Comedy, Romance, School",Winter,True,1,24.0,The Neighbor&#039;s Club (隣人部),The Neighbor&#039;s Club (隣人部)
7556,1611,Galerians: Rion,OVA,Unknown,3,R - 17+ (violence & profanity),5.65,Enterbrain,,"Adventure, Drama, Horror, Military, Mystery, Psychological, Sci-Fi, Shounen, Supernatural",Spring,False,1,22.0,,
7557,35224,Mobile Suit Gundam: Twilight Axis,ONA,Novel,6,PG-13 - Teens 13 or older,5.09,,Sunrise,"Action, Military, Sci-Fi, Space, Mecha",Summer,False,1,3.0,,
7558,1738,Muteki Kanban Musume,TV,Manga,12,PG-13 - Teens 13 or older,7.19,"Geneon Universal Entertainment, Yomiuri Telecasting, Yomiuri Advertising, Toshiba Entertainment",Telecom Animation Film,"Action, Comedy, Martial Arts, Parody, Shounen",Summer,True,1,24.0,Masami Okui,Naozumi Takahashi
7561,141,Jinki:Extend,TV,Manga,12,R - 17+ (violence & profanity),6.22,"TV Asahi, GANSIS",feel.,"Mecha, Sci-Fi",Winter,True,0,23.0,unicorn table,angela
7562,19769,Mahou Sensou,TV,Light novel,12,PG-13 - Teens 13 or older,6.17,"Media Factory, TBS, flying DOG",Madhouse,"Action, Fantasy, Magic",Winter,True,1,24.0,Yuuka Nanri,nano (ナノ)
7565,16740,Hanamaru Youchien Special Preview,Special,Manga,1,PG-13 - Teens 13 or older,6.39,,Gainax,"Comedy, School",Fall,False,0,4.0,,
7566,12967,Arcana Famiglia,TV,Visual novel,12,PG-13 - Teens 13 or older,6.41,"Frontier Works, Movic, Warner Bros., Showgate",J.C.Staff,"Action, Harem, Supernatural, Romance, Shoujo",Summer,True,1,24.0,Hitomi Harada,Liberta & Nova (CV.Jun Fukuyama & Tsubasa Yonaga)
7567,12439,Soukou Kihei Votoms: Vol.1 Stories of the &#039;A.T. Votoms&#039;,OVA,Unknown,1,PG-13 - Teens 13 or older,6.51,,Sunrise,"Action, Mecha, Military, Drama, Sci-Fi",Summer,False,2,55.0,,
7569,31925,White Tree,Music,Music,1,G - All Ages,5.69,Sony Music Entertainment,,"Music, Romance",Winter,True,0,5.0,,
7572,25639,Toilet no Kamisama,Music,Music,1,G - All Ages,5.79,,,Music,Fall,False,2,9.0,,
7573,24763,Robot Girls Z Specials,Special,Unknown,3,PG-13 - Teens 13 or older,6.45,"Nippon Columbia, LandQ studios",Toei Animation,"Comedy, Mecha, Parody",Summer,False,3,9.0,,
7574,86,Mobile Suit Gundam ZZ,TV,Original,47,PG-13 - Teens 13 or older,6.76,"Sotsu, Nagoya TV Housou",Sunrise,"Space, Comedy, Mecha, Military, Drama, Sci-Fi",Spring,True,2,24.0,Masato Arai,Masato Arai
7575,444,Maria-sama ga Miteru: Haru,TV,Light novel,13,PG-13 - Teens 13 or older,7.79,,Studio Deen,"Drama, Romance, School, Shoujo, Shoujo Ai",Summer,True,3,24.0,Ali Project,Mikiya Katakura
7576,11359,Dragon Ball Kai: Mirai ni Heiwa wo! Goku no Tamashii yo Eien ni,Special,Manga,1,PG-13 - Teens 13 or older,7.66,,Toei Animation,"Action, Sci-Fi, Comedy, Super Power, Fantasy, Shounen",Summer,True,2,23.0,Tanimoto Takeyoshi,AKB48
7577,2010,Taiho Shichau zo in America,Special,Manga,1,PG-13 - Teens 13 or older,6.64,"TBS, Kodansha",Studio Deen,"Action, Comedy, Police, Shounen",Spring,True,3,23.0,Tokyo Policewoman Duo,Mariko Fukui
7578,4793,Pokemon: Pichu to Pikachu,Movie,Game,1,PG - Children,6.75,,OLM,"Adventure, Comedy, Fantasy, Kids",Summer,True,0,22.0,neo★Pockets,Sakai Noriko and Naoto Takenaka
7579,3956,Shakugan no Shana II (Second) Specials,Special,Unknown,3,PG-13 - Teens 13 or older,7.3,,J.C.Staff,"Comedy, Parody",Winter,True,3,6.0,,
7580,33524,Sakamoto desu ga? Special,Special,Manga,1,PG-13 - Teens 13 or older,6.85,"TBS, DAX Production, King Records",Studio Deen,"Slice of Life, Comedy, School, Seinen",Fall,True,4,24.0,Customi Z,Suneohair
7581,30812,Gyakuten Majo Saiban: Chijo na Majo ni Sabakarechau The Animation,OVA,Visual novel,1,Rx - Hentai,6.71,Pink Pineapple,Seven,"Hentai, Magic",Summer,False,0,25.0,,
7584,28623,Koutetsujou no Kabaneri,TV,Original,12,R - 17+ (violence & profanity),7.31,"Aniplex, Dentsu, Fuji TV, Kyoraku Industrial Holdings, Kansai Telecasting",Wit Studio,"Action, Drama, Fantasy, Horror",Spring,True,0,22.0,EGOIST,"EGOIST,:, Aimer"
7585,3308,Heartwork: Symphony of Destruction,OVA,Visual novel,3,Rx - Hentai,6.32,Active,,"Action, Hentai",Summer,True,0,30.0,Kishow Yamanaka,
7587,21603,Mekakucity Actors,TV,Music,12,PG-13 - Teens 13 or older,7.19,"Aniplex, 1st PLACE, Tokyo MX, BS11",Shaft,"Sci-Fi, Comedy, Super Power, Supernatural, Romance",Spring,True,2,23.0,"Jin ft. MARiA from GARNiDELiA,:, Jin ft. Aki Okui","Jin ft. MARiA from GARNiDELiA,:, Jin ft. LiSA,:, Jin"
7588,1952,Vampire Hunter,OVA,Game,4,R - 17+ (violence & profanity),6.78,,Madhouse,"Action, Adventure, Supernatural, Drama, Vampire, Fantasy",Spring,True,1,43.0,,Eikichi Yazawa
7589,24843,Clarinet Kowashichatta,Music,Music,1,G - All Ages,4.84,NHK,,"Music, Kids",Winter,False,2,2.0,,
7590,3267,Kingdom of Chaos: Born to Kill,OVA,Unknown,4,PG-13 - Teens 13 or older,5.7,Idea Factory,,Fantasy,Fall,False,0,29.0,Sae,
7592,36186,The iDOLM@STER Prologue SideM: Episode of Jupiter,Special,Game,1,PG-13 - Teens 13 or older,7.31,"Aniplex, Lantis, Bandai Namco Live Creative, Bandai Namco Entertainment, ABC Animation",A-1 Pictures,Music,Fall,True,0,34.0,Jupiter,Jupiter
7594,1633,Shintaisou: Kari,OVA,Visual novel,4,Rx - Hentai,6.42,Pink Pineapple,,Hentai,Fall,True,2,26.0,Ritsuko Miyajima,Ritsuko Miyajima
7595,6616,Watashi no Coffee Samurai: Jihanki-teki na Kareshi,Special,Original,1,G - All Ages,6.13,CoMix Wave Films,,"Action, Romance, Samurai, Sci-Fi",Spring,True,1,30.0,,
7596,21393,Shiiba-san no Ura no Kao. with Imouto Lip,OVA,Manga,1,Rx - Hentai,6.58,Pink Pineapple,,Hentai,Winter,False,0,27.0,,
7598,3057,Loveless Specials,Special,Manga,6,PG-13 - Teens 13 or older,6.73,,J.C.Staff,"Comedy, Supernatural, Romance, Fantasy, Josei, Shounen Ai",Fall,False,1,2.0,,
7599,2196,Genmu Senki Leda,OVA,Unknown,1,G - All Ages,6.24,Kaname Productions,,"Action, Adventure, Fantasy, Magic, Mecha, Sci-Fi",Spring,True,1,60.0,Rio Akimoto,Rio Akimoto
7600,1478,City Hunter: Goodbye My Sweetheart,Special,Unknown,1,PG-13 - Teens 13 or older,7.6,,,"Adventure, Comedy, Shounen",Spring,True,0,60.0,HUMMING BIRD,NAHO
7601,20787,Black Bullet,TV,Light novel,13,R - 17+ (violence & profanity),7.38,"Geneon Universal Entertainment, AT-X, Showgate, NBCUniversal Entertainment Japan","Kinema Citrus, Orange","Action, Sci-Fi, Mystery, Seinen",Spring,True,0,24.0,fripSide,"Nagi Yanagi,:, Nagi Yanagi"
7602,25437,Brothers Conflict OVA,OVA,Novel,2,PG-13 - Teens 13 or older,6.96,,Brain&#039;s Base,"Harem, Romance, Shoujo",Winter,True,0,22.0,Gero,ASAHINA Bros.+JULI
7603,13469,Hyouka: Motsubeki Mono wa,OVA,Novel,1,PG-13 - Teens 13 or older,7.4,,Kyoto Animation,"Slice of Life, Mystery, School",Summer,True,6,25.0,ChouCho,Satomi Satou & Ai Kayano
7605,2269,Mobile Suit Gundam SEED Special Edition,Special,Original,3,R - 17+ (violence & profanity),7.43,"Asatsu DK, Atelier Musa",Sunrise,"Action, Space, Mecha, Military, Sci-Fi",Summer,True,8,60.0,See Saw,"See-Saw,:, Mika Nakashima"
7608,2551,Nessa no Wakusei,OVA,Unknown,2,Rx - Hentai,5.26,,J.C.Staff,"Hentai, Sci-Fi",Summer,True,1,45.0,Pikabia,Pikabia
7609,7066,Mahoromatic: I&#039;m Home!,Special,Manga,2,R+ - Mild Nudity,7.15,,Gainax,"Ecchi, Comedy, Romance, Sci-Fi",Fall,True,1,24.0,Ayako Kawasumi as Mahoro Ando,Triomatic & Minawa & Mahoro
7610,816,Nanako Kaitai Shinsho,OVA,Unknown,6,R+ - Mild Nudity,5.75,"Genco, Pioneer LDC",Radix,"Comedy, Mecha, Military, Sci-Fi",Summer,True,0,26.0,,Maria Yamamoto
7611,452,InuYasha: Toki wo Koeru Omoi,Movie,Manga,1,PG-13 - Teens 13 or older,7.68,,"Kyoto Animation, Sunrise","Adventure, Comedy, Demons, Drama, Fantasy, Historical, Romance, Shounen, Super Power",Winter,True,2,60.0,,Ayumi Hamasaki
7612,34337,Ikemen Sengoku: Toki wo Kakeru ga Koi wa Hajimaranai,TV,Game,12,PG-13 - Teens 13 or older,6.23,,"TMS Entertainment, Jinnis Animation Studios","Historical, Romance",Summer,True,0,3.0,Star☆Concerto (スター☆コンチェルト),
7616,18411,Gingitsune,TV,Manga,12,PG-13 - Teens 13 or older,7.22,"TV Tokyo, Lantis, MediaNet, Pony Canyon, Movic, AT-X, KlockWorx, Glovision, Shueisha",Diomedea,"Seinen, Slice of Life, Supernatural",Fall,True,1,24.0,fhána,SCREEN mode
7617,5717,Kiniro no Corda: Secondo Passo,Special,Visual novel,2,PG-13 - Teens 13 or older,7.23,Koei,Yumeta Company,"Harem, Music, School, Shoujo",Spring,False,3,25.0,,Stella Quintet
7618,32879,Norn9: Norn+Nonet Recap,Special,Visual novel,1,PG-13 - Teens 13 or older,6.05,,Kinema Citrus,"Adventure, Romance, Fantasy, Josei",Spring,False,2,24.0,Nagi Yanagi,Kaori Oda
7619,12433,Kyokugen Dasshutsu Adv: Zennin Shibou Desu Prologue,ONA,Visual novel,1,R - 17+ (violence & profanity),6.22,,Gonzo,Mystery,Winter,False,4,12.0,,
7620,8358,Crayon Shin-chan Movie 01: Action Kamen vs. Haigure Maou,Movie,4-koma manga,1,G - All Ages,7.05,"TV Asahi, Asatsu DK",Shin-Ei Animation,"Action, Adventure, Comedy, Seinen",Summer,False,2,60.0,Akiko Yajima,Mew (Miyuki Kajitani)
7622,1295,A-Ko The Versus,OVA,Original,2,PG-13 - Teens 13 or older,6.4,,Studio Fantasia,"Action, Adventure, Comedy, Romance, Sci-Fi, Super Power",Summer,True,1,51.0,,EMMIE
7624,19,Monster,TV,Manga,74,R+ - Mild Nudity,8.69,"VAP, Shogakukan Productions, Nippon Television Network",Madhouse,"Drama, Horror, Mystery, Police, Psychological, Seinen, Thriller",Spring,True,0,24.0,Kuniaki Haishima,David Sylvian
7625,2375,Shusaku Replay,OVA,Visual novel,4,Rx - Hentai,6.0,NuTech Digital,,"Hentai, School",Summer,False,1,30.0,,
7626,34792,Yoake Tsugeru Lu no Uta,Movie,Original,1,,7.48,"Fuji TV, Toho, BS Fuji",Science SARU,"Adventure, Music, Fantasy",Spring,True,1,60.0,,Kazuyoshi Saitou
7627,8149,Gegege no Kitarou (1968 Movie),Movie,Unknown,1,G - All Ages,6.2,,Toei Animation,"Adventure, Comedy, Horror, Supernatural, Fantasy",Summer,True,0,46.0,,
7629,3135,Dragon&#039;s Heaven,OVA,Unknown,1,PG-13 - Teens 13 or older,6.1,Toshiba EMI,"AIC, Artmic","Action, Adventure, Fantasy, Mecha, Sci-Fi",Winter,True,0,42.0,,Yuko Minaguchi
7631,2248,Naruto: Dai Katsugeki!! Yuki Hime Shinobu Houjou Dattebayo! Special: Konoha Annual Sports Festival,Special,Original,1,PG-13 - Teens 13 or older,6.95,"Bandai, TV Tokyo Music",Studio Pierrot,"Action, Fantasy, Martial Arts, Sports, Comedy, Shounen",Summer,True,2,11.0,,Junko Takeuchi
7633,1885,Master of Epic: The Animation Age,TV,Game,12,PG-13 - Teens 13 or older,6.13,TV Tokyo,"Gonzo, Palm Studio","Fantasy, Game, Comedy",Winter,False,1,24.0,Clover,Ui Miyazaki
7634,31530,Classroom☆Crisis Special,Special,Original,1,PG-13 - Teens 13 or older,6.47,,Lay-duce,"School, Sci-Fi",Winter,False,0,25.0,TrySail,ClariS
7635,1475,City Hunter: Bay City Wars,Movie,Unknown,1,PG-13 - Teens 13 or older,7.47,,Sunrise,"Action, Comedy, Mystery, Shounen",Summer,True,0,45.0,,Yoko Oginome
7636,3572,Macross F,TV,Original,25,PG-13 - Teens 13 or older,7.98,"Bandai Visual, Mainichi Broadcasting System, Big West",Satelight,"Action, Mecha, Military, Music, Romance, Sci-Fi, Space",Spring,True,1,24.0,"Maaya Sakamoto (1-16),:, May&#039;n and Megumi Nakajima (18-24)","May&#039;n (Episodes 1-6, 8-9, 13-14) (Episode 1 DVD version use DC not Aimo),:, Megumi Nakajima (Episode 10),:, Megumi Nakajima (Episode 12),:, May&#039;n (Episode 16-18, 22-24),:, May&#039;n (Episode 20),:, May&#039;n and Megumi Nakajima (Episode 25)"
7637,23627,Aoki Hagane no Arpeggio: Ars Nova - Kirikumas,Special,Manga,13,PG-13 - Teens 13 or older,6.76,flying DOG,,"Comedy, Parody",Spring,False,1,1.0,,
7638,31055,Tobidasu PriPara: Mi~nna de Mezase! Idol☆Grand Prix,Movie,Game,1,PG - Children,6.55,"Avex Pictures, Q-Tec",10Gauge,"Music, Slice of Life, School, Shoujo",Fall,False,5,60.0,,
7639,2813,Chiisana Ahiru no Ooki na Ai no Monogatari: Ahiru no Kwak,TV,Other,52,G - All Ages,7.39,TV Tokyo,Telescreen BV,"Adventure, Fantasy, Comedy, Drama, Kids",Spring,False,6,23.0,Herman van Veen (Dutch),"Megumi Hayashibara,:, Ryan van den Akker and Herman van Veen (German)"
7640,34940,Dongguo Xiaojie,ONA,Manga,15,PG-13 - Teens 13 or older,6.45,Tencent Animation,Haoliners Animation League,"Adventure, Historical, Demons, Supernatural",Winter,False,1,14.0,,
7641,8039,Oppai no Ouja 48,OVA,Visual novel,2,Rx - Hentai,7.1,"Milky Animation Label, OLE-M",T-Rex,Hentai,Spring,True,1,30.0,,
7644,4214,Rosario to Vampire Capu2,TV,Manga,13,R+ - Mild Nudity,7.17,"GDH, Yomiko Advertising, Happinet Pictures, Shueisha, Sotsu Music Publishing",Gonzo,"Comedy, Ecchi, Fantasy, Harem, Romance, School, Vampire",Fall,True,2,24.0,Nana Mizuki,Nana Mizuki
7645,24273,Iinari! Saimin Kanojo,OVA,Visual novel,2,Rx - Hentai,6.43,Mary Jane,,Hentai,Winter,False,0,15.0,,
7647,14059,Kimagure Orange☆Road: Tanabata Special,OVA,Manga,1,PG-13 - Teens 13 or older,6.78,,Studio Pierrot,Shounen,Fall,False,1,33.0,,
7649,19117,Toaru Hikuushi e no Koiuta,TV,Light novel,13,PG-13 - Teens 13 or older,7.24,"Bandai Visual, Sotsu, DAX Production, 3xCube, ZERO-A, Sammy, NichiNare, Toppan Printing",TMS Entertainment,"Adventure, Drama, Romance",Winter,True,1,24.0,petit milady,Akai Kouen (赤い公園)
7653,35203,Isekai wa Smartphone to Tomo ni.,TV,Light novel,12,PG-13 - Teens 13 or older,6.8,"Sotsu, MediaNet, Pony Canyon, AT-X, Asmik Ace Entertainment, Hobby Japan, 81 Produce, Tokyo MX, Exit Tunes",Production Reed,"Adventure, Harem, Comedy, Magic, Romance, Fantasy",Summer,True,1,24.0,AOP,"Elze Silhoueska (Maaya Uchida),:, Yae Kokonoe (Chinatsu Akasaki),:, Sushie Urnea Ortlinde (Nanami Yamashita)"
7656,24123,Kaette Kita Top wo Nerae! Kagaku Kouza,Special,Original,2,G - All Ages,5.58,,Gainax,"Comedy, Mecha, Sci-Fi",Winter,False,3,5.0,,
7657,5862,Fumoon,Special,Unknown,1,PG-13 - Teens 13 or older,6.06,Tezuka Productions,,Sci-Fi,Summer,True,1,60.0,,ANKH
7658,31324,Grisaia no Meikyuu Special,Special,Visual novel,1,R+ - Mild Nudity,7.47,Frontier Works,8bit,Ecchi,Summer,False,1,3.0,,
7659,30016,Nanbaka,TV,Web manga,13,PG-13 - Teens 13 or older,7.43,"Nihon Ad Systems, DAX Production, Sony Music Communications, comico, Tokuma Japan Communications, Nelke Planning",Satelight,"Action, Comedy, Drama",Fall,True,3,23.0,Hashiguchikanaderiya (ハシグチカナデリヤ) hugs The Super Ball,"Juugo (Yuto Uemura), Uno (Tetsuya Kakihara), Rock (Ire Shiozaki), Nico (Daiki Kobayashi), Hajime Sugoroku (Tomokazu Seki)"
7660,28883,Hidan no Aria AA,TV,Manga,12,PG-13 - Teens 13 or older,6.38,"flying DOG, Fujishouji",Doga Kobo,"Action, School, Shoujo Ai",Fall,True,1,23.0,nano,Team AA [Akari Mamiya (Ayane Sakura) & Aria Holmes Kanzaki (Rie Kugimiya)]
7661,5670,GA: Geijutsuka Art Design Class,TV,4-koma manga,12,PG-13 - Teens 13 or older,7.2,"Houbunsha, Studio Jack",AIC Plus+,"Slice of Life, Comedy, School, Seinen",Summer,False,1,24.0,Saiwai Koukou GA girls,"Sawashiro Miyuki,:, Tokunaga Ai,:, Horie Yui"
7662,4151,Blade of the Immortal,TV,Manga,13,R - 17+ (violence & profanity),6.9,"Bee Train, Kodansha",Production I.G,"Action, Adventure, Historical, Samurai, Supernatural",Summer,True,1,24.0,Makura no Soushi,GRAPEVINE
7663,1782,Hyakki,OVA,Visual novel,3,Rx - Hentai,5.81,Pink Pineapple,Arms,"Hentai, Horror",Spring,True,0,26.0,,"Hiromi Satou,:, Millio"
7664,2486,Rumiko Takahashi Anthology,TV,Unknown,13,PG-13 - Teens 13 or older,7.32,Tokyo Movie Shinsha,,"Comedy, Drama, Romance, Shounen, Slice of Life, Supernatural",Summer,True,5,25.0,speena,KUMACHI
7665,307,Kerokko Demetan,TV,Unknown,39,PG - Children,6.02,,Tatsunoko Production,"Kids, Fantasy, Comedy",Winter,True,4,24.0,Mitsuko Horie,Mitsuko Horie
7667,25457,Avengers Confidential: Black Widow to Punisher,Movie,Other,1,PG-13 - Teens 13 or older,6.48,Sony Pictures Entertainment,Madhouse,"Action, Sci-Fi, Seinen",Spring,True,0,60.0,,
7668,32844,Love Will Find the Way Back Home,Music,Music,1,G - All Ages,5.45,Lastrum Music,,Music,Fall,False,0,3.0,,
7669,378,eX-Driver the Movie,Movie,Original,1,PG-13 - Teens 13 or older,6.77,"Bandai Visual, Genco",Actas,"Action, Adventure, Cars, Comedy, Sci-Fi, Shounen",Spring,True,0,60.0,,Milk
7670,34864,"Wake Up, Girl Zoo! Taiwan de Go!",Special,Original,1,G - All Ages,5.65,,Karasfilms,Comedy,Winter,False,0,1.0,,
7671,34464,Gijinka de Manabo!,ONA,Other,1,PG - Children,5.56,,,"Sci-Fi, Comedy",Fall,False,0,3.0,,
7672,1183,Variable Geo,OVA,Game,3,R+ - Mild Nudity,5.75,"KSS, Chaos Project",,"Action, Ecchi, Martial Arts, Shounen, Super Power",Fall,True,0,30.0,Nakajima Erina,
7674,9127,Zettai Karen Children Gentei Kaikin!! OVA Chou Sakidori Special!!,OVA,Unknown,1,PG-13 - Teens 13 or older,6.96,,SynergySP,"Action, Comedy, Shounen, Supernatural",Spring,False,2,16.0,,
7675,28143,Ochou Fujin no Gensou,Movie,Other,1,PG - Children,5.47,,,"Historical, Drama",Spring,False,3,12.0,,
7676,34966,Jigoku Shoujo: Yoi no Togi,TV,Original,6,R - 17+ (violence & profanity),6.6,"Aniplex, Fujishouji",Studio Deen,"Horror, Mystery, Psychological, Supernatural",Summer,True,2,23.0,Mio Yamazaki (ミオヤマザキ),Mamiko Noto
7677,31501,Master Blaster,Music,Unknown,1,R+ - Mild Nudity,4.21,,,"Music, Dementia",Fall,False,0,3.0,,
7678,32296,Present made no Michinori,ONA,Original,1,PG - Children,4.95,,,"Action, Music",Spring,False,1,2.0,,
7679,6509,Kiteretsu Daihyakka,TV,Manga,331,PG - Children,6.63,Fuji TV,Studio Gallop,"Comedy, Drama, Kids, Slice of Life",Spring,True,0,25.0,"Kaori Moritani,:, Megumi Mori,:, Chicks","Kaori Moritani,:, Junko Uchida,:, Toshiko Fujita,:, Yuka"
